10,15,20
0.05,0.05,1.0
0.05,1.0,0.95
0.05,0.95,0.05
0.05,0.05,0.05
1.0,0.05,0.05
0.05,0.05,0.95
0.05,0.95,1.0
0.05,0.05,0.95
0.05,0.05,0.05
0.95,0.05,1.0
0.05,0.05,0.05
1.0,0.95,1.0
0.95,0.05,0.05
0.05,0.05,0.05
0.05,0.95,0.05
0.05,1.0,0.05
0.05,0.05,0.05
0.05,0.05,0.05
0.05,0.05,0.95
0.05,0.05,0.05
