10,15,20
0.15,0.25,0.3
0.2,0.25,0.2
0.05,0.25,0.3
0.15,0.2,0.25
0.15,0.3,0.2
0.2,0.3,0.05
0.05,0.4,0.2
0.4,0.3,0.55
0.25,0.3,0.3
0.2,0.2,0.3
0.15,0.25,0.15
0.15,0.35,0.4
0.15,0.2,0.15
0.25,0.35,0.35
0.2,0.15,0.25
0.05,0.35,0.15
0.15,0.15,0.25
0.15,0.4,0.4
0.1,0.15,0.1
0.2,0.25,0.7
